Disease,Drug
Postpartum Depression,sertraline
Postpartum Depression,citalopram
Postpartum Depression,fluoxetine
Postpartum Depression,venlafaxine
Postpartum Depression,paroxetine
Postpartum Depression,brexanolone
Depressive Psychosis,olanzapine
Depressive Psychosis,amitriptyline
"Dermal Necrosis, Prophylaxis",triamcinolone
"Dermal Necrosis, Treatment",phentolamine
Excoriation Disorder,fluoxetine
Excoriation Disorder,paroxetine
Excoriation Disorder,citalopram
Dermatitis,triamcinolone
Dermatitis,clobetasol
Dermatitis,betamethasone
Dermatitis,hydrocortisone
Dermatitis,fluocinonide
Dermatitis,desonide
Dermatitis,mometasone
Dermatitis,fluocinolone
Dermatitis,prednisolone
Dermatitis,desoximetasone
Dermatitis,fluticasone
Dermatitis Herpetiformis,dapsone
Dermatitis Herpetiformis,prednisone
Dermatitis Herpetiformis,dexamethasone
Diaper Rash,zinc oxide
Diaper Rash,miconazole / zinc oxide
Diaper Rash,lanolin
Diaper Rash,menthol / zinc oxide
Diaper Rash,vitamin a & d
Diaper Rash,"vitamins a, d, and e"
Dermatographism,carbinoxamine
Photoaging of the Skin (Dermatoheliosis),tretinoin
Dermatologic Lesion,zinc oxide
Dermatologic Lesion,methylprednisolone
Dermatologic Lesion,balsam peru / castor oil / trypsin
Dermatologic Lesion,fluticasone
Dermatologic Lesion,sodium hyaluronate
Dermatologic Lesion,balsam peru / castor oil
Dermatological Disorders,betamethasone
Dermatological Disorders,triamcinolone
Dermatological Disorders,clobetasol
Dermatological Disorders,hydroquinone
Dermatological Disorders,urea
Dermatological Disorders,salicylic acid
Dermatological Disorders,hydrocortisone / pramoxine
Dermatological Disorders,silver
Dermatomyositis,prednisone
Dermatomyositis,methotrexate
Dermatomyositis,hydroxychloroquine
Dermatomyositis,azathioprine
Dermatomyositis,mycophenolic acid
Dermatomyositis,mycophenolate mofetil
Dermatomyositis,cyclophosphamide
Dermatomyositis,cortisone
Dermatophytosis,ketoconazole
Dermatophytosis,griseofulvin
Dermatophytosis,itraconazole
Urinary Frequency,oxybutynin
Urinary Frequency,tolterodine
Urinary Frequency,mirabegron
Urinary Frequency,solifenacin
Urinary Frequency,trospium
Urinary Frequency,darifenacin
Urinary Frequency,fesoterodine
Urinary Frequency,flavoxate
Urinary Frequency,onabotulinumtoxinA
"Diabetes, Type 2",metformin
"Diabetes, Type 2",glipizide
"Diabetes, Type 2",glimepiride
"Diabetes, Type 2",pioglitazone
"Diabetes, Type 2",liraglutide
"Diabetes, Type 2",sitagliptin
"Diabetes, Type 2",metformin / sitagliptin
Diabetes Mellitus,insulin degludec
Diabetes Mellitus,insulin aspart / insulin degludec
"Diabetes, Type 1",insulin glargine
"Diabetes, Type 1",insulin lispro
"Diabetes, Type 1",insulin aspart
"Diabetes, Type 1",insulin regular
"Diabetes, Type 1",insulin glulisine
"Diabetes, Type 3c",metformin
Nonketotic Hyperosmolar Syndrome,insulin regular
Nonketotic Hyperosmolar Syndrome,insulin glulisine
Nonketotic Hyperosmolar Syndrome,insulin lispro
Nonketotic Hyperosmolar Syndrome,insulin aspart
Diabetic Ketoacidosis,sodium bicarbonate
Diabetic Ketoacidosis,insulin regular
Diabetic Ketoacidosis,insulin lispro
Diabetic Ketoacidosis,insulin aspart
Diabetic Ketoacidosis,insulin glulisine
Diabetic Kidney Disease (Diabetic Nephropathy),lisinopril
Diabetic Kidney Disease (Diabetic Nephropathy),losartan
Diabetic Kidney Disease (Diabetic Nephropathy),ramipril
Diabetic Kidney Disease (Diabetic Nephropathy),enalapril
Diabetic Kidney Disease (Diabetic Nephropathy),irbesartan
Diabetic Kidney Disease (Diabetic Nephropathy),benazepril
Diabetic Kidney Disease (Diabetic Nephropathy),captopril
Diabetic Kidney Disease (Diabetic Nephropathy),quinapril
Diabetic Kidney Disease (Diabetic Nephropathy),perindopril
Diabetic Kidney Disease (Diabetic Nephropathy),fosinopril
Diabetic Kidney Disease (Diabetic Nephropathy),moexipril
Diabetic Kidney Disease (Diabetic Nephropathy),trandolapril
Diabetic Kidney Disease (Diabetic Nephropathy),canagliflozin
Diabetic Macular Edema,fluocinolone
Diabetic Macular Edema,dexamethasone
Diabetic Macular Edema,ranibizumab
Diabetic Macular Edema,aflibercept
Diabetic Peripheral Neuropathy,gabapentin
Diabetic Peripheral Neuropathy,pregabalin
Diabetic Peripheral Neuropathy,duloxetine
Diabetic Peripheral Neuropathy,tapentadol
Diabetic Peripheral Neuropathy,topiramate
Diabetic Peripheral Neuropathy,capsaicin
Diabetic Peripheral Neuropathy,nortriptyline
Diabetic Peripheral Neuropathy,carbamazepine
Diabetic Peripheral Neuropathy,mexiletine
Diabetic Retinopathy,ranibizumab
Diabetic Retinopathy,aflibercept
Diagnosis and Investigation,mannitol
Diagnosis and Investigation,tuberculin purified protein derivative
Diagnosis and Investigation,metyrapone
Diagnosis and Investigation,tetrofosmin
Diagnosis and Investigation,glucagon
Diagnosis and Investigation,regadenoson
Diagnosis and Investigation,iobenguane I 123
Diagnosis and Investigation,methacholine
Diagnosis and Investigation,sodium iodide-i-131
Diagnostic Bronchograms,acetylcysteine
Diarrhea,loperamide
Diarrhea,atropine / diphenoxylate
Diarrhea,bismuth subsalicylate
Diarrhea,codeine
Diarrhea,saccharomyces boulardii lyo
Diarrhea,rifaximin
Diarrhea,neomycin
Diarrhea,octreotide
Diarrhea,opium
"Diarrhea, Acute",loperamide
"Diarrhea, Acute",loperamide / simethicone
"Diarrhea, Acute",atropine / difenoxin
Dissociative Identity Disorder,sertraline
Dissociative Identity Disorder,venlafaxine
Dissociative Identity Disorder,fluoxetine
Dissociative Identity Disorder,citalopram
Dientamoeba fragilis,metronidazole
Dientamoeba fragilis,paromomycin
Dietary Fiber Supplementation,psyllium
Dietary Supplementation,multivitamin
Dietary Supplementation,biotin
Dietary Supplementation,omega-3 polyunsaturated fatty acids
Dietary Supplementation,calcium / vitamin d
Dietary Supplementation,vitamin e
Dietary Supplementation,calcium citrate
Dietary Supplementation,ascorbic acid
Dietary Supplementation,chondroitin / glucosamine
Dietary Supplementation,bifidobacterium infantis / lactobacillus acidophilus
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Esophageal Spasm,isosorbide mononitrate
Esophageal Spasm,isosorbide dinitrate
Diffuse Large B-Cell Lymphoma,prednisone
Diffuse Large B-Cell Lymphoma,cyclophosphamide
Diffuse Large B-Cell Lymphoma,rituximab
Diffuse Large B-Cell Lymphoma,doxorubicin
Diffuse Large B-Cell Lymphoma,vincristine
Diffuse Large B-Cell Lymphoma,axicabtagene ciloleucel
Diffuse Large B-Cell Lymphoma,hyaluronidase / rituximab
Diffuse Large B-Cell Lymphoma,tisagenlecleucel
Diffuse Large B-Cell Lymphoma,polatuzumab vedotin
Digital Subtraction Angiography,iohexol
Digitalis Glycoside Toxicity,digoxin immune fab
Diphtheria,procaine penicillin
Diphtheria,penicillin g potassium
Diphtheria,penicillin g sodium
Diphtheria Prophylaxis,"diphtheria toxoid / pertussis, acellular / tetanus toxoid"
Diphtheria Prophylaxis,diphtheria toxoid / tetanus toxoid
Diphtheria Prophylaxis,"diphtheria toxoid / haemophilus b conjugate (prp-t) vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid"
Diphtheria Prophylaxis,"diphtheria and tetanus toxoids / pertussis, acellular"
Diphtheria Prophylaxis,"diphtheria toxoid / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid"
Diphtheria Prophylaxis,"diphtheria toxoid / hepatitis b pediatric vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid"
Diphtheria Prophylaxis,"diphtheria and tetanus toxoids / pertussis, acellular / poliovirus vaccine, inactivated / haemophilus b conjugate / hepatitis b vaccine"
Fish Tapeworm Infection (Diphyllobothrium latum),praziquantel
Fish Tapeworm Infection (Diphyllobothrium latum),paromomycin
Dog Tapeworm Infection (Dipylidium caninum),praziquantel
Dog Tapeworm Infection (Dipylidium caninum),paromomycin
Systemic Lupus Erythematosus,hydroxychloroquine
Systemic Lupus Erythematosus,prednisone
Systemic Lupus Erythematosus,azathioprine
Systemic Lupus Erythematosus,aspirin
Systemic Lupus Erythematosus,mycophenolate mofetil
Systemic Lupus Erythematosus,triamcinolone
Systemic Lupus Erythematosus,belimumab
Systemic Lupus Erythematosus,dexamethasone
"Tuberculosis, Extrapulmonary",prednisone
"Tuberculosis, Extrapulmonary",cycloserine
Diverticulitis,metronidazole
Diverticulitis,ciprofloxacin
Diverticulitis,clindamycin
Diverticulitis,sulfamethoxazole / trimethoprim
Submental Fullness,deoxycholic acid
Dracunculiasis,metronidazole
Dracunculiasis,mebendazole
Dravet Syndrome,cannabidiol
Dravet Syndrome,stiripentol
Excessive Salivation,glycopyrrolate
Drowsiness (Hypersomnia),caffeine
Drowsiness (Hypersomnia),modafinil
Drowsiness (Hypersomnia),dextroamphetamine
Drowsiness (Hypersomnia),armodafinil
Drug Induced Vitamin/Mineral Deficiency,pyridoxine
High Blood Pressure (Hypertension),lisinopril
High Blood Pressure (Hypertension),amlodipine
High Blood Pressure (Hypertension),losartan
High Blood Pressure (Hypertension),hydrochlorothiazide
High Blood Pressure (Hypertension),metoprolol
High Blood Pressure (Hypertension),atenolol
High Blood Pressure (Hypertension),carvedilol
High Blood Pressure (Hypertension),furosemide
High Blood Pressure (Hypertension),hydrochlorothiazide / lisinopril
High Blood Pressure (Hypertension),clonidine
High Blood Pressure (Hypertension),enalapril
High Blood Pressure (Hypertension),valsartan
Dry Eye Disease (Keratoconjunctivitis Sicca),cyclosporine
Dry Eye Disease (Keratoconjunctivitis Sicca),lifitegrast
Dry Eye Disease (Keratoconjunctivitis Sicca),hydroxypropyl methylcellulose
Xerostomia,pilocarpine
Xerostomia,saliva substitutes
Xerostomia,glycerin
Xerostomia,amifostine
Dry Skin (Xerosis),ammonium lactate
Dry Skin (Xerosis),urea
Dry Skin (Xerosis),emollients
Duchenne Muscular Dystrophy,deflazacort
Duchenne Muscular Dystrophy,eteplirsen
Duchenne Muscular Dystrophy,golodirsen
Dumping Syndrome,pantoprazole
Dumping Syndrome,cholestyramine
Dumping Syndrome,acarbose
Dumping Syndrome,methscopolamine
Dumping Syndrome,octreotide
Duodenal Ulcer,omeprazole
Duodenal Ulcer,ranitidine
Duodenal Ulcer,sucralfate
Duodenal Ulcer,pantoprazole
Duodenal Ulcer,rabeprazole
Duodenal Ulcer,famotidine
Duodenal Ulcer,lansoprazole
Duodenal Ulcer,atropine / hyoscyamine / phenobarbital / scopolamine
Duodenal Ulcer,calcium carbonate
Duodenal Ulcer Prophylaxis,ranitidine
Duodenal Ulcer Prophylaxis,sucralfate
Duodenal Ulcer Prophylaxis,esomeprazole
Duodenal Ulcer Prophylaxis,famotidine
Duodenal Ulcer Prophylaxis,lansoprazole
Duodenal Ulcer Prophylaxis,rabeprazole
Duodenal Ulcer Prophylaxis,cimetidine
Gastritis/Duodenitis,omeprazole
Gastritis/Duodenitis,pantoprazole
Gastritis/Duodenitis,lansoprazole
Gastritis/Duodenitis,esomeprazole
Dupuytren's contracture,collagenase clostridium histolyticum
Dwarf Tapeworm Infection (Hymenolepis nana),nitazoxanide
Dwarf Tapeworm Infection (Hymenolepis nana),praziquantel
Dwarf Tapeworm Infection (Hymenolepis nana),paromomycin
Dysautonomia,midodrine
Dysautonomia,fludrocortisone
Dysautonomia,pyridostigmine
Dysautonomia,lorazepam
Dysautonomia,alprazolam
Dysautonomia,amitriptyline
Dysautonomia,sertraline
Dysautonomia,naproxen
Dysautonomia,ibuprofen
Dysautonomia,fluoxetine
Dysautonomia,nortriptyline
Dysautonomia,paroxetine
Infectious Diarrhea,ciprofloxacin
Dyslipidemia,pitavastatin
Dyslipidemia,fluvastatin
Period Pain (Dysmenorrhea),ibuprofen
Period Pain (Dysmenorrhea),naproxen
Period Pain (Dysmenorrhea),mefenamic acid
Period Pain (Dysmenorrhea),diclofenac
Period Pain (Dysmenorrhea),ketoprofen
Period Pain (Dysmenorrhea),celecoxib
Dyspareunia,ospemifene
Dyspareunia,dehydroepiandrosterone
Dyspareunia,estradiol
Indigestion,omeprazole
Indigestion,ranitidine
Indigestion,famotidine
Indigestion,bismuth subsalicylate
Indigestion,aluminum hydroxide / magnesium hydroxide / simethicone
Indigestion,calcium carbonate
Indigestion,magnesium hydroxide
Dystonia,baclofen
Dystonia,carbamazepine
Dystonia,onabotulinumtoxinA
Dysuria,phenazopyridine
Dysuria,oxybutynin
Dysuria,flavoxate
Traveler's Diarrhea,ciprofloxacin
Traveler's Diarrhea,loperamide
Traveler's Diarrhea,rifaximin
Traveler's Diarrhea,sulfamethoxazole / trimethoprim
Traveler's Diarrhea,bismuth subsalicylate
Traveler's Diarrhea,ofloxacin
Otitis Media,amoxicillin
Otitis Media,cefdinir
Otitis Media,amoxicillin / clavulanate
Otitis Media,azithromycin
Otitis Media,cephalexin
Otitis Media,ofloxacin
Otitis Media,clarithromycin
Otitis Media,sulfamethoxazole / trimethoprim
Otitis Media,cefuroxime
Otitis Media,hydrocortisone / neomycin / polymyxin b
Otitis Media,levofloxacin
Otitis Media,ciprofloxacin / dexamethasone
Otitis Media,erythromycin
Otitis Externa,hydrocortisone / neomycin / polymyxin b
Otitis Externa,ciprofloxacin / dexamethasone
Otitis Externa,acetic acid
Otitis Externa,acetic acid / hydrocortisone
Otitis Externa,ceftazidime
Otitis Externa,acetic acid / aluminum acetate
Otitis Externa,colistin sulfate / hydrocortisone / neomycin / thonzonium bromide
Lambert-Eaton Myasthenic Syndrome,amifampridine
Ebola Zaire Disease Prophylaxis,"ebola zaire vaccine, live"
Mononucleosis,acyclovir
Echinococcus,mebendazole
Echinococcus,praziquantel
Echinococcus,albendazole
Emergency Contraception (Postcoital Contraception),levonorgestrel
Emergency Contraception (Postcoital Contraception),ethinyl estradiol / levonorgestrel
Emergency Contraception (Postcoital Contraception),ulipristal
Emergency Contraception (Postcoital Contraception),ethinyl estradiol / norgestrel
Erectile Dysfunction,sildenafil
Erectile Dysfunction,tadalafil
Erectile Dysfunction,vardenafil
Erectile Dysfunction,alprostadil
Erectile Dysfunction,avanafil
Eosinophilic Esophagitis,fluticasone
Eosinophilic Esophagitis,budesonide
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Restless Legs Syndrome,ropinirole
Restless Legs Syndrome,pramipexole
Restless Legs Syndrome,gabapentin
Restless Legs Syndrome,clonazepam
Restless Legs Syndrome,tramadol
Restless Legs Syndrome,carbidopa / levodopa
Restless Legs Syndrome,pregabalin
Restless Legs Syndrome,clonidine
Restless Legs Syndrome,gabapentin enacarbil
Restless Legs Syndrome,rotigotine
Restless Legs Syndrome,lamotrigine
Restless Legs Syndrome,levodopa
Electromechanical Dissociation,epinephrine
Electromechanical Dissociation,calcium chloride
Encephalopathy,methylene blue
Endocarditis,vancomycin
Endocarditis,ceftriaxone
Endocarditis,ampicillin
Endocarditis,rifampin
Endocarditis,metronidazole
Endocarditis,cefazolin
Endocarditis,ceftazidime
Endocarditis,daptomycin
Endocarditis,gentamicin
Endocarditis,cilastatin / imipenem
Endocarditis,oxacillin
Endocarditis,tobramycin
Endocarditis,streptomycin
Endometrial Hyperplasia,megestrol
"Endometrial Hyperplasia, Prophylaxis",medroxyprogesterone
"Endometrial Hyperplasia, Prophylaxis",progesterone
Endometriosis,norethindrone
Endometriosis,medroxyprogesterone
Endometriosis,progesterone
Endometriosis,ethinyl estradiol / levonorgestrel
Endometriosis,danazol
Endometriosis,leuprolide
Endometriosis,ethinyl estradiol / norethindrone
Endometriosis,ethinyl estradiol / norgestimate
Endometritis,ceftriaxone
Endometritis,gentamicin
Endometritis,ceftazidime
Endometritis,piperacillin / tazobactam
Endometritis,cefotaxime
Endometritis,cefoxitin
Endometritis,cilastatin / imipenem
Endoscopy or Radiology Premedication,diazepam
Endoscopy or Radiology Premedication,hyoscyamine
Endoscopy or Radiology Premedication,simethicone
Endoscopy or Radiology Premedication,iopamidol
Enterobiasis,pyrantel
Enterocolitis,chlordiazepoxide / clidinium
Enterocolitis,atropine / hyoscyamine / phenobarbital / scopolamine
Enterocolitis,doxycycline
Enterocolitis,vancomycin
Enterocolitis,albendazole
"Epicondylitis, Tennis Elbow",dexamethasone
"Epicondylitis, Tennis Elbow",cortisone
"Epicondylitis, Tennis Elbow",prednisone
"Epididymitis, Non-Specific",ceftriaxone
"Epididymitis, Non-Specific",ofloxacin
"Epididymitis, Sexually Transmitted",doxycycline
"Epididymitis, Sexually Transmitted",ciprofloxacin
"Epididymitis, Sexually Transmitted",levofloxacin
"Epididymitis, Sexually Transmitted",tetracycline
"Epididymitis, Sexually Transmitted",ceftriaxone
"Epididymitis, Sexually Transmitted",ofloxacin
Epiglottitis,ceftriaxone
Epiglottitis,sulfamethoxazole / trimethoprim
Epiglottitis,cefuroxime
Epiglottitis,cefotaxime
Epiglottitis,ampicillin / sulbactam
Epilepsy,levetiracetam
Epilepsy,carbamazepine
Epilepsy,gabapentin
Epilepsy,lamotrigine
Epilepsy,divalproex sodium
Epilepsy,phenytoin
Epilepsy,valproic acid
Epilepsy,oxcarbazepine
Epithelioid Sarcoma,tazemetostat
Erdheim-Chester Disease,vemurafenib
Erosive Esophagitis,omeprazole
Erosive Esophagitis,pantoprazole
Erosive Esophagitis,ranitidine
Erosive Esophagitis,esomeprazole
Erosive Esophagitis,lansoprazole
Erosive Esophagitis,famotidine
Erosive Esophagitis,omeprazole / sodium bicarbonate
Erosive Esophagitis,dexlansoprazole
Erosive Esophagitis,rabeprazole
Erosive Esophagitis,calcium carbonate
Skin Rash,hydrocortisone
Skin Rash,prednisone
Skin Rash,diflorasone
Skin Rash,tetracaine
Erythema Mulitforme,corticotropin
Erythroblastopenia,prednisone
Erythroblastopenia,triamcinolone
Erythroblastopenia,dexamethasone
Erythroblastopenia,cortisone
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone / calcipotriene
Esophageal Carcinoma,methotrexate
Esophageal Carcinoma,porfimer
Esophageal Carcinoma,trastuzumab
Esophageal Carcinoma,pembrolizumab
Esophageal Variceal Hemorrhage Prophylaxis,nadolol
Esophageal Variceal Hemorrhage Prophylaxis,atenolol
Esophageal Varices,ethanolamine oleate
Esophageal Varices with Bleeding,vasopressin
Eustachian Tube Dysfunction,cetirizine
Eustachian Tube Dysfunction,ibuprofen
Eustachian Tube Dysfunction,diphenhydramine
Eustachian Tube Dysfunction,acetaminophen
Eumycetoma,voriconazole
Euvolemic Hyponatremia,tolvaptan
Euvolemic Hyponatremia,conivaptan
Evan's Syndrome,cyclosporine
Evan's Syndrome,dexamethasone
Evan's Syndrome,immune globulin intravenous
Evan's Syndrome,danazol
Evan's Syndrome,rituximab
Evan's Syndrome,vincristine
Evan's Syndrome,mycophenolate mofetil
Ewing's Sarcoma,cyclophosphamide
Ewing's Sarcoma,dactinomycin
Hyperekplexia,diazepam
Hyperekplexia,clonazepam
Hyperekplexia,divalproex sodium
Hyperekplexia,levetiracetam
Hyperekplexia,valproic acid
